C:\Users\KIIT\Desktop\git repos\IMG\center_2019_07_17_11_51_38_630.jpg, C:\Users\KIIT\Desktop\git repos\IMG\left_2019_07_17_11_51_38_630.jpg, C:\Users\KIIT\Desktop\git repos\IMG\right_2019_07_17_11_51_38_630.jpg, 0, 0, 0, 7.797289E-05
C:\Users\KIIT\Desktop\git repos\IMG\center_2019_07_17_11_51_38_747.jpg, C:\Users\KIIT\Desktop\git repos\IMG\left_2019_07_17_11_51_38_747.jpg, C:\Users\KIIT\Desktop\git repos\IMG\right_2019_07_17_11_51_38_747.jpg, 0, 0, 0, 7.920968E-05
C:\Users\KIIT\Desktop\git repos\IMG\center_2019_07_17_11_51_38_860.jpg, C:\Users\KIIT\Desktop\git repos\IMG\left_2019_07_17_11_51_38_860.jpg, C:\Users\KIIT\Desktop\git repos\IMG\right_2019_07_17_11_51_38_860.jpg, 0, 0, 0, 7.858824E-05
C:\Users\KIIT\Desktop\git repos\IMG\center_2019_07_17_11_51_38_969.jpg, C:\Users\KIIT\Desktop\git repos\IMG\left_2019_07_17_11_51_38_969.jpg, C:\Users\KIIT\Desktop\git repos\IMG\right_2019_07_17_11_51_38_969.jpg, 0, 0, 0, 7.777713E-05
C:\Users\KIIT\Desktop\git repos\IMG\center_2019_07_17_11_51_39_078.jpg, C:\Users\KIIT\Desktop\git repos\IMG\left_2019_07_17_11_51_39_078.jpg, C:\Users\KIIT\Desktop\git repos\IMG\right_2019_07_17_11_51_39_078.jpg, 0, 0, 0, 7.82405E-05
C:\Users\KIIT\Desktop\git repos\IMG\center_2019_07_17_11_51_39_188.jpg, C:\Users\KIIT\Desktop\git repos\IMG\left_2019_07_17_11_51_39_188.jpg, C:\Users\KIIT\Desktop\git repos\IMG\right_2019_07_17_11_51_39_188.jpg, 0, 0, 0, 7.928644E-05
C:\Users\KIIT\Desktop\git repos\IMG\center_2019_07_17_11_51_39_291.jpg, C:\Users\KIIT\Desktop\git repos\IMG\left_2019_07_17_11_51_39_291.jpg, C:\Users\KIIT\Desktop\git repos\IMG\right_2019_07_17_11_51_39_291.jpg, 0, 0, 0, 7.963837E-05
C:\Users\KIIT\Desktop\git repos\IMG\center_2019_07_17_11_51_39_400.jpg, C:\Users\KIIT\Desktop\git repos\IMG\left_2019_07_17_11_51_39_400.jpg, C:\Users\KIIT\Desktop\git repos\IMG\right_2019_07_17_11_51_39_400.jpg, 0, 0, 0, 7.87141E-05
C:\Users\KIIT\Desktop\git repos\IMG\center_2019_07_17_11_51_39_509.jpg, C:\Users\KIIT\Desktop\git repos\IMG\left_2019_07_17_11_51_39_509.jpg, C:\Users\KIIT\Desktop\git repos\IMG\right_2019_07_17_11_51_39_509.jpg, 0, 0, 0, 7.798152E-05
C:\Users\KIIT\Desktop\git repos\IMG\center_2019_07_17_11_51_39_617.jpg, C:\Users\KIIT\Desktop\git repos\IMG\left_2019_07_17_11_51_39_617.jpg, C:\Users\KIIT\Desktop\git repos\IMG\right_2019_07_17_11_51_39_617.jpg, 0, 0, 0, 7.766928E-05
C:\Users\KIIT\Desktop\git repos\IMG\center_2019_07_17_11_51_39_741.jpg, C:\Users\KIIT\Desktop\git repos\IMG\left_2019_07_17_11_51_39_741.jpg, C:\Users\KIIT\Desktop\git repos\IMG\right_2019_07_17_11_51_39_741.jpg, 0, 0, 0, 7.831128E-05
C:\Users\KIIT\Desktop\git repos\IMG\center_2019_07_17_11_51_39_850.jpg, C:\Users\KIIT\Desktop\git repos\IMG\left_2019_07_17_11_51_39_850.jpg, C:\Users\KIIT\Desktop\git repos\IMG\right_2019_07_17_11_51_39_850.jpg, 0, 0, 0, 7.822258E-05
C:\Users\KIIT\Desktop\git repos\IMG\center_2019_07_17_11_51_39_950.jpg, C:\Users\KIIT\Desktop\git repos\IMG\left_2019_07_17_11_51_39_950.jpg, C:\Users\KIIT\Desktop\git repos\IMG\right_2019_07_17_11_51_39_950.jpg, 0, 0, 0, 7.800921E-05
C:\Users\KIIT\Desktop\git repos\IMG\center_2019_07_17_11_51_40_061.jpg, C:\Users\KIIT\Desktop\git repos\IMG\left_2019_07_17_11_51_40_061.jpg, C:\Users\KIIT\Desktop\git repos\IMG\right_2019_07_17_11_51_40_061.jpg, 0, 0, 0, 7.899515E-05
C:\Users\KIIT\Desktop\git repos\IMG\center_2019_07_17_11_51_40_177.jpg, C:\Users\KIIT\Desktop\git repos\IMG\left_2019_07_17_11_51_40_177.jpg, C:\Users\KIIT\Desktop\git repos\IMG\right_2019_07_17_11_51_40_177.jpg, 0, 0, 0, 7.774628E-05
C:\Users\KIIT\Desktop\git repos\IMG\center_2019_07_17_11_51_40_303.jpg, C:\Users\KIIT\Desktop\git repos\IMG\left_2019_07_17_11_51_40_303.jpg, C:\Users\KIIT\Desktop\git repos\IMG\right_2019_07_17_11_51_40_303.jpg, 0, 0, 0, 7.816788E-05
C:\Users\KIIT\Desktop\git repos\IMG\center_2019_07_17_11_51_40_408.jpg, C:\Users\KIIT\Desktop\git repos\IMG\left_2019_07_17_11_51_40_408.jpg, C:\Users\KIIT\Desktop\git repos\IMG\right_2019_07_17_11_51_40_408.jpg, 0, 0.09074848, 0, 0.06494336
C:\Users\KIIT\Desktop\git repos\IMG\center_2019_07_17_11_51_40_532.jpg, C:\Users\KIIT\Desktop\git repos\IMG\left_2019_07_17_11_51_40_532.jpg, C:\Users\KIIT\Desktop\git repos\IMG\right_2019_07_17_11_51_40_532.jpg, 0, 0.462323, 0, 0.6386068
C:\Users\KIIT\Desktop\git repos\IMG\center_2019_07_17_11_51_40_653.jpg, C:\Users\KIIT\Desktop\git repos\IMG\left_2019_07_17_11_51_40_653.jpg, C:\Users\KIIT\Desktop\git repos\IMG\right_2019_07_17_11_51_40_653.jpg, 0, 0.7997271, 0, 1.389465
C:\Users\KIIT\Desktop\git repos\IMG\center_2019_07_17_11_51_40_766.jpg, C:\Users\KIIT\Desktop\git repos\IMG\left_2019_07_17_11_51_40_766.jpg, C:\Users\KIIT\Desktop\git repos\IMG\right_2019_07_17_11_51_40_766.jpg, 0, 1, 0, 2.791941
C:\Users\KIIT\Desktop\git repos\IMG\center_2019_07_17_11_51_40_882.jpg, C:\Users\KIIT\Desktop\git repos\IMG\left_2019_07_17_11_51_40_882.jpg, C:\Users\KIIT\Desktop\git repos\IMG\right_2019_07_17_11_51_40_882.jpg, 0, 1, 0, 4.203308
